AHO,1988,Winter,0,0,0,0
AHO,1992,Winter,0,0,0,0
ALB,2014,Winter,0,0,0,0
ALB,2006,Winter,0,0,0,0
ALB,2010,Winter,0,0,0,0
ALG,2006,Winter,0,0,0,0
ALG,1992,Winter,0,0,0,0
ALG,2010,Winter,0,0,0,0
AND,2002,Winter,0,0,0,0
AND,2006,Winter,0,0,0,0
AND,1976,Winter,0,0,0,0
AND,1988,Winter,0,0,0,0
AND,1992,Winter,0,0,0,0
AND,1994,Winter,0,0,0,0
AND,1998,Winter,0,0,0,0
AND,1980,Winter,0,0,0,0
AND,2010,Winter,0,0,0,0
AND,2014,Winter,0,0,0,0
AND,1984,Winter,0,0,0,0
ARG,1980,Winter,0,0,0,0
ARG,1964,Winter,0,0,0,0
ARG,2006,Winter,0,0,0,0
ARG,1992,Winter,0,0,0,0
ARG,1960,Winter,0,0,0,0
ARG,1984,Winter,0,0,0,0
ARG,1988,Winter,0,0,0,0
ARG,2002,Winter,0,0,0,0
ARG,2014,Winter,0,0,0,0
ARG,1994,Winter,0,0,0,0
ARG,1952,Winter,0,0,0,0
ARG,1998,Winter,0,0,0,0
ARG,1948,Winter,0,0,0,0
ARG,1928,Winter,0,0,0,0
ARG,1976,Winter,0,0,0,0
ARG,1968,Winter,0,0,0,0
ARG,2010,Winter,0,0,0,0
ARG,1972,Winter,0,0,0,0
ARM,2002,Winter,0,0,0,0
ARM,1994,Winter,0,0,0,0
ARM,2006,Winter,0,0,0,0
ARM,1998,Winter,0,0,0,0
ARM,2014,Winter,0,0,0,0
ARM,2010,Winter,0,0,0,0
ASA,1994,Winter,0,0,0,0
AUS,1960,Winter,0,0,0,0
AUS,2006,Winter,1,0,1,6
AUS,1984,Winter,0,0,0,0
AUS,2010,Winter,0,1,2,13
AUS,2014,Winter,1,2,0,7
AUS,1980,Winter,0,0,0,0
AUS,1952,Winter,0,0,0,0
AUS,1956,Winter,0,0,0,0
AUS,1994,Winter,4,0,0,4
AUS,1998,Winter,1,0,0,1
AUS,2002,Winter,0,0,2,10
AUS,1988,Winter,0,0,0,0
AUS,1964,Winter,0,0,0,0
AUS,1976,Winter,0,0,0,0
AUS,1992,Winter,0,0,0,0
AUS,1972,Winter,0,0,0,0
AUS,1968,Winter,0,0,0,0
AUS,1924,Winter,0,0,1,5
AUS,1936,Winter,0,0,0,0
AUT,2002,Winter,13,4,3,40
AUT,2014,Winter,11,12,4,67
AUT,1968,Winter,4,8,3,43
AUT,1972,Winter,2,2,1,13
AUT,1988,Winter,4,5,3,34
AUT,1992,Winter,10,10,9,85
AUT,1948,Winter,4,3,1,18
AUT,1964,Winter,3,9,5,55
AUT,1998,Winter,12,5,3,42
AUT,1936,Winter,2,2,1,13
AUT,1994,Winter,7,3,2,26
AUT,1952,Winter,2,4,2,24
AUT,1956,Winter,4,3,5,38
AUT,1976,Winter,3,2,2,19
AUT,2010,Winter,6,9,11,88
AUT,1924,Winter,0,1,3,18
AUT,1980,Winter,3,2,3,24
AUT,1960,Winter,3,2,1,14
AUT,2006,Winter,7,7,16,108
AUT,1928,Winter,2,4,0,14
AUT,1932,Winter,0,1,1,8
AUT,1984,Winter,1,0,0,1
AZE,1998,Winter,0,0,0,0
AZE,2010,Winter,0,0,0,0
AZE,2014,Winter,0,0,0,0
AZE,2002,Winter,0,0,0,0
AZE,2006,Winter,0,0,0,0
BEL,2014,Winter,0,0,0,0
BEL,1936,Winter,0,0,0,0
BEL,1948,Winter,0,4,2,22
BEL,1928,Winter,1,0,0,1
BEL,1972,Winter,0,0,0,0
BEL,1976,Winter,0,0,0,0
BEL,1992,Winter,0,0,0,0
BEL,1994,Winter,0,0,0,0
BEL,1964,Winter,0,0,0,0
BEL,1952,Winter,0,0,0,0
BEL,1956,Winter,0,0,0,0
BEL,1984,Winter,0,0,0,0
BEL,2002,Winter,0,0,0,0
BEL,2006,Winter,0,0,0,0
BEL,1932,Winter,0,0,0,0
BEL,1924,Winter,5,0,0,5
BEL,2010,Winter,0,0,0,0
BEL,1980,Winter,0,0,0,0
BEL,1988,Winter,0,0,0,0
BEL,1998,Winter,1,0,0,1
BER,2010,Winter,0,0,0,0
BER,2014,Winter,0,0,0,0
BER,1992,Winter,0,0,0,0
BER,1994,Winter,0,0,0,0
BER,1998,Winter,0,0,0,0
BER,2002,Winter,0,0,0,0
BER,2006,Winter,0,0,0,0
BIH,1994,Winter,0,0,0,0
BIH,1998,Winter,0,0,0,0
BIH,2002,Winter,0,0,0,0
BIH,2006,Winter,0,0,0,0
BIH,2010,Winter,0,0,0,0
BIH,2014,Winter,0,0,0,0
BLR,2010,Winter,1,1,1,9
BLR,2014,Winter,1,0,5,26
BLR,1998,Winter,2,0,0,2
BLR,2002,Winter,1,0,0,1
BLR,2006,Winter,0,1,0,3
BLR,1994,Winter,0,2,0,6
BOL,1992,Winter,0,0,0,0
BOL,1988,Winter,0,0,0,0
BOL,1980,Winter,0,0,0,0
BOL,1984,Winter,0,0,0,0
BOL,1956,Winter,0,0,0,0
BRA,1992,Winter,0,0,0,0
BRA,1998,Winter,0,0,0,0
BRA,2002,Winter,0,0,0,0
BRA,2006,Winter,0,0,0,0
BRA,2014,Winter,0,0,0,0
BRA,2010,Winter,0,0,0,0
BRA,1994,Winter,0,0,0,0
BUL,1994,Winter,0,0,0,0
BUL,2010,Winter,0,0,0,0
BUL,1988,Winter,0,0,0,0
BUL,1992,Winter,0,0,0,0
BUL,2014,Winter,0,0,0,0
BUL,1936,Winter,0,0,0,0
BUL,1980,Winter,1,0,0,1
BUL,1964,Winter,0,0,0,0
BUL,1968,Winter,0,0,0,0
BUL,1956,Winter,0,0,0,0
BUL,1952,Winter,0,0,0,0
BUL,1976,Winter,0,0,0,0
BUL,1984,Winter,0,0,0,0
BUL,1998,Winter,0,0,1,5
BUL,2002,Winter,2,1,0,5
BUL,2006,Winter,0,1,0,3
